id,type,true_price,pred_price,pct_diff
property_1337124172_prodej_byt_1_1_praha-brevnov-belohorska,worst,3749921.000000001,7161439.918344144,0.909757543784027
property_961372748_prodej_byt_1_kk_praha-bubenec-jugoslavskych-partyzanu,worst,1649999.9999999986,2991605.039570965,0.8130939633763439
property_3858264652_prodej_byt_2_kk_praha-strasnice-cernokostelecka,worst,5600004.000000002,9409649.469234915,0.6802933478681287
property_2897543756_prodej_byt_1_kk_praha-dolni-mecholupy-v-osikach,worst,5699985.999999999,9340242.026625233,0.6386429767766507
property_1078096460_prodej_byt_1_1_praha-liben-,worst,4500012.999999996,7143806.765074366,0.5875080283266675
property_939680332_prodej_byt_4_kk_praha-bubenec-n-a-nekrasova,mid,12889986.000000006,13755794.693248603,0.06716909492753503
property_242938444_prodej_byt_3_kk_praha-miskovice-vratenska,mid,8989992.999999993,9591748.380478464,0.06693613448625288
property_485061196_prodej_byt_1_kk_praha-lochkov-cementarska,mid,6590011.999999996,6150853.977338122,-0.06663994278946295
property_1343357516_prodej_byt_2_kk_praha-branik-vlnita,mid,12990046.000000004,12106244.851079088,-0.06803679901679453
property_3859112524_prodej_byt_2_kk_praha-liben-strizkovska,mid,6990000.000000003,6529622.864937556,-0.06586225108189508
