id,type,true_price,pred_price,pct_diff
property_1337124172_prodej_byt_1_1_praha-brevnov-belohorska,worst,3749921.000000001,8351845.533594506,1.2272057287592202
property_961372748_prodej_byt_1_kk_praha-bubenec-jugoslavskych-partyzanu,worst,1649999.9999999986,3486655.716365972,1.1131246765854395
property_2897543756_prodej_byt_1_kk_praha-dolni-mecholupy-v-osikach,worst,5699985.999999999,9906147.250155281,0.7379248387900046
property_1078096460_prodej_byt_1_1_praha-liben-,worst,4500012.999999996,7582062.497782756,0.6848979098022077
property_773911116_prodej_byt_5_kk_praha-ujezd-nad-lesy-rohoznicka,worst,8900032.999999998,14792966.178558782,0.6621248683638347
property_2516607564_prodej_byt_1_kk_praha-krc-na-dvorcich,mid,5299992.0,5926786.7397448905,0.11826333695312946
property_1269355084_prodej_byt_3_kk_praha-troja-pomoranska,mid,9500025.000000004,10624636.511703596,0.11837984760077909
property_1397011788_prodej_byt_3_kk_praha-stodulky-habova,mid,11604453.000000004,10235169.624469114,-0.11799637393773656
property_929309260_prodej_byt_2_kk_praha-zizkov-u-stare-cihelny,mid,9390006.000000002,8275891.469275317,-0.11864896899157301
property_24007244_prodej_byt_3_kk_praha-holesovice-kamenicka,mid,10500026.999999993,9250466.761241348,-0.11900543101066739
