id,type,true_price,pred_price,pct_diff
property_961372748_prodej_byt_1_kk_praha-bubenec-jugoslavskych-partyzanu,worst,1649999.9999999995,4157296.745970092,1.51957378543642
property_2897543756_prodej_byt_1_kk_praha-dolni-mecholupy-v-osikach,worst,5699999.999999996,10693131.71216893,0.8759880196787609
property_1337124172_prodej_byt_1_1_praha-brevnov-belohorska,worst,3749900.0000000023,6808161.1401406685,0.8155580522522372
property_3858264652_prodej_byt_2_kk_praha-strasnice-cernokostelecka,worst,5600000.000000004,9301116.710521914,0.6609136983074836
property_1078096460_prodej_byt_1_1_praha-liben-,worst,4500000.0,7331022.794746041,0.6291161766102314
property_1586500172_prodej_byt_2_kk_praha-praha-na-zlichove,mid,8469999.999999996,8943406.123348853,0.055892104291482475
property_3741962828_prodej_byt_2_1_praha-liben-kubisova,mid,7099999.999999995,6704450.450673957,-0.05571120413042792
property_67592780_prodej_byt_2_kk_praha-hlubocepy-kurandove,mid,8599999.999999998,9078629.083909415,0.05565454464062985
property_2044613196_prodej_byt_3_1_praha-zabehlice-jetelova,mid,7489999.999999998,7909327.80490821,0.055985020682004324
property_317076044_prodej_byt_2_1_praha-holesovice-dukelskych-hrdinu,mid,12899999.999999989,12176491.14644162,-0.05608595764018369
