id,y_true,y_pred
property_2710262348_prodej_byt_2_kk_praha-hostivar-strasnicka,7338800.0,6254284.369252198
property_3681342028_prodej_byt_4_kk_praha-cakovice-marie-podvalove,11544326.0,10892717.218422372
property_3262235212_prodej_byt_2_kk_praha-velka-chuchle-na-hvezdarne,10450000.0,9840257.86292476
property_861172300_prodej_byt_3_1_praha-chodov-na-sadce,7550000.0,8105049.7899308605
property_1820852812_prodej_byt_2_kk_praha-dolni-chabry-kobyliska,6650000.0,6726634.518505813
property_2704540236_prodej_byt_2_kk_praha-nove-mesto-ke-karlovu,9990000.0,10519263.27766813
property_2037871180_prodej_byt_1_1_praha-zizkov-jicinska,7800000.0,7471634.897817036
property_3368702540_prodej_byt_2_kk_praha-stodulky-narozni,8400000.0,7594117.596638833
property_2653901388_prodej_byt_1_kk_praha-nove-mesto-vysehradska,8666686.0,8794489.613667246
property_307966540_prodej_byt_2_kk_praha-holesovice-tovarni,6710000.0,8843878.345288515
property_865739340_prodej_byt_3_kk_praha-chodov-komarkova,12964917.0,12772165.125492372
property_1869701708_prodej_byt_4_kk_praha-stodulky-janskeho,8980000.0,9842734.652773693
property_4186481996_prodej_byt_3_kk_praha-stodulky-habova,13065744.0,12638384.418528518
property_456172108_prodej_byt_1_kk_praha-nove-mesto-klimentska,7199000.0,6870006.638449278
property_3687060044_prodej_byt_1_kk_praha-stodulky-karla-kryla,8000000.0,8276717.785762118
property_856257100_prodej_byt_3_1_praha-vokovice-kamerunska,8894985.0,8772040.629902547
property_3303539276_prodej_byt_2_1_praha-krc-antala-staska,6699000.0,6570033.893974288
property_2622797132_prodej_byt_2_kk_praha-stodulky-habova,8323060.0,8530792.234964699
property_1677861452_prodej_byt_2_kk_praha-holesovice-bubenska,10200000.0,10745278.626609078
property_3096076876_prodej_byt_1_kk_praha-zabehlice-jablonova,4490000.0,4136122.7097364627
property_2088260172_prodej_byt_2_kk_praha-hostivar-rychtare-petrika,8790000.0,8662435.8865319
property_3543880268_prodej_byt_3_1_praha-modrany-urbankova,7950000.0,9007747.040536962
property_3417047628_prodej_byt_2_kk_praha-haje-,7450000.0,6176566.9327009665
property_840565324_prodej_byt_2_kk_praha-smichov-na-plzence,7081000.0,8079650.74400336
property_4056678988_prodej_byt_4_1_praha-nove-mesto-sokolska,13800000.0,14660888.947927728
property_3532825932_prodej_byt_3_kk_praha-stodulky-habova,12378908.0,12236001.47510898
property_2502644300_prodej_byt_1_1_praha-letnany-kostomlatska,8490000.0,8256628.685113532
property_2154979916_prodej_byt_1_kk_praha-smichov-jindricha-plachty,4300000.0,3983278.519515425
property_107045452_prodej_byt_2_1_praha-bubenec-terronska,9700000.0,10987126.438226016
property_1260810828_prodej_byt_2_1_praha-strasnice-vesinova,8990000.0,8182264.538922134
property_2617053772_prodej_byt_4_kk_praha-chodov-leopoldova,13000000.0,12670980.880886862
property_695386700_prodej_byt_2_kk_praha-smichov-pechackova,9225000.0,8046331.223290038
property_4150080076_prodej_byt_1_kk_praha-zbraslav-elisky-premyslovny,5990000.0,5894821.302866656
property_369627724_prodej_byt_3_1_praha-krc-budejovicka,9150000.0,9587743.39704261
property_90722892_prodej_byt_2_kk_praha-praha-dubec-,6599000.0,6538898.427526461
property_3792269900_prodej_byt_3_kk_praha-horni-pocernice-lhotska,9077580.0,8572270.703259751
property_405718348_prodej_byt_2_kk_praha-praha-5-na-vysoke-i,10302830.0,11259378.741819503
property_143594060_prodej_byt_3_kk_praha-zizkov-zerotinova,9374400.0,9818260.351523101
property_2288976460_prodej_byt_2_1_praha-zabehlice-jasminova,6490000.0,6905918.301594227
property_3860099660_prodej_byt_2_kk_praha-vinohrady-mrstikova,6850000.0,7030290.0031030895
property_3574948428_prodej_byt_3_kk_praha-chodov-mikulova,7200000.0,8258553.747068379
property_1341424972_prodej_byt_1_kk_praha-nusle-maroldova,6315000.0,6579247.401211696
property_1299993164_prodej_byt_3_1_praha-holesovice-na-maninach,9032400.0,11178156.43166597
property_3028787788_prodej_byt_2_kk_praha-branik-v-podhaji,11957909.0,10443574.21722737
property_2230932044_prodej_byt_3_1_praha-kobylisy-hrubeho,8700000.0,8012542.165932402
property_2050646604_prodej_byt_2_kk_praha-prosek-prosecka,5550000.0,5710755.088708957
property_3851690572_prodej_byt_2_1_praha-nusle-doudlebska,8530000.0,8167573.454779095
property_2512097868_prodej_byt_4_kk_praha-kbely-semilska,7990000.0,12267111.968272066
property_1423209036_prodej_byt_3_kk_praha-chodov-jazlovicka,7390000.0,7580901.848847319
property_1800163916_prodej_byt_2_1_praha-suchdol-k-horomericum,8500000.0,9703322.248236712
property_1408369228_prodej_byt_3_kk_praha-predni-kopanina-do-rokli,8690000.0,9062736.182884732
property_410939980_prodej_byt_2_kk_praha-letnany-zlonicka,6990000.0,8076855.203652052
property_1171395148_prodej_byt_2_kk_praha-liben-ocelarska,9500000.0,9289452.140483834
