id,type,true_price,pred_price,pct_diff
property_1337124172_prodej_byt_1_1_praha-brevnov-belohorska,worst,3749921.000000001,7326961.029171996,0.9538974365518618
property_2897543756_prodej_byt_1_kk_praha-dolni-mecholupy-v-osikach,worst,5699985.999999999,10549018.545263005,0.8507095535432907
property_961372748_prodej_byt_1_kk_praha-bubenec-jugoslavskych-partyzanu,worst,1649999.9999999986,2946134.2301684115,0.7855358970717661
property_1320358476_prodej_byt_4_kk_praha-repy-makovskeho,worst,7790029.000000003,12871391.57289586,0.6522905849125665
property_1078096460_prodej_byt_1_1_praha-liben-,worst,4500012.999999996,7172851.918556485,0.593962488232032
property_3850658380_prodej_byt_2_kk_praha-vrsovice-murmanska,mid,6690801.000000006,6268206.124162422,-0.06316058059977926
property_341254732_prodej_byt_3_kk_praha-satalice-za-novakovou-zahradou,mid,8706773.999999996,9259206.100192247,0.06344854020470164
property_3373486668_prodej_byt_1_kk_praha-stodulky-kodymova,mid,6390003.999999996,5984384.020904264,-0.06347726528742895
property_2897614156_prodej_byt_2_1_praha-smichov-na-neklance,mid,9985031.999999998,10621159.70415017,0.06370812874211841
property_2841903692_prodej_byt_3_1_praha-chodov-ke-katerinkam,mid,7998996.000000002,7488209.51555105,-0.06385632452484681
